Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
0859-YGKFW,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service
1150-FTQGN,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.24983300000001,Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No
7196-LIWRH,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service
5448-VWNAM,1,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,Female,No,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No
1177-XZBJL,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No
3518-FSTWG,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
9330-VOFSZ,1,United States,California,Princeton,95970,"39.424957, -122.039307",39.424957,-122.03930700000001,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes
0939-EREMR,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903271999999994,-121.843567,Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes
9389-ACWBI,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No
3644-QXEHN,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes
2911-IJORQ,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes
5921-NGYRH,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.41584099999999,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No
5998-DZLYR,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.80584499999999,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No
3985-HOYPM,1,United States,California,Washington,95986,"39.34128, -120.786867",39.34128,-120.78686699999999,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service
9548-LERKT,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493990999999994,-122.286363,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service
6576-FBXOJ,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.027409999999996,-121.61498200000001,Male,No,Yes,No,17,No,No phone service,DSL,No,No,Yes
4310-KEDTB,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606000000001,Female,No,No,Yes,26,No,No phone service,DSL,No,No,Yes
4062-HBMOS,1,United States,California,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes
2676-ISHSF,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
9236-NDUCW,1,United States,California,Bella Vista,96008,"40.722733, -122.109666",40.722733000000005,-122.10966599999999,Female,No,No,No,21,No,No phone service,DSL,Yes,No,No
4753-PADAS,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes
6103-QCKFX,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775271999999994,-123.28741399999998,Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No
7781-EWARA,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.87908200000001,Male,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes
7018-FPXHH,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.79463600000001,Male,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes
0572-ZJKLT,1,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.15473300000001,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes
5135-RDDQL,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No
1353-LJWEM,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.44853300000001,Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes
1794-SWWKL,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.05006200000001,Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes
6166-YIPFO,1,United States,California,Douglas City,96024,"40.586588, -122.903677",40.586588,-122.903677,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes
9332-GYWLO,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.46894499999999,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No
4184-VODJZ,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No
1092-WPIVQ,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service
7233-IOQNP,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,Female,No,Yes,No,43,No,No phone service,DSL,Yes,No,No
2834-JKOOW,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.031940000000006,-122.176023,Female,No,No,No,15,No,No phone service,DSL,Yes,Yes,Yes
2400-FEQME,1,United States,California,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service
4957-SREEC,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547857,-123.187265,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service
0230-UBYPQ,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,Male,Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No
4923-ADWXJ,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,Female,No,No,No,25,Yes,No,DSL,No,Yes,No
1763-KUAAW,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913191999999995,-123.06597,Female,Yes,No,No,18,Yes,No,No,No internet service,No internet service,No internet service
1104-TNLZA,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.94828700000001,Male,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No
5195-KPUNQ,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.41825800000001,Female,Yes,No,No,53,Yes,No,Fiber optic,Yes,Yes,No
3439-GVUSX,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,Male,No,No,No,1,No,No phone service,DSL,No,No,No
5949-HGVJL,1,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251321999999995,-122.105209,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No
5203-XEHAX,1,United States,California,Macdoel,96058,"41.769709, -121.92063",41.769709000000006,-121.92063,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No
1635-HDGFT,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,Female,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service
8050-XGRVL,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257000000004,-122.14813899999999,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes
9828-QHFBK,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,Male,No,No,No,24,Yes,No,DSL,Yes,No,No
3908-MKIMJ,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,Male,Yes,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes
5012-YSPJJ,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.082471999999996,-121.19521499999999,Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes
6728-VOIFY,1,United States,California,Palo Cedro,96073,"40.582399, -122.195512",40.582399,-122.19551200000001,Female,No,Yes,No,63,Yes,No,Fiber optic,No,Yes,No
4891-NLUBA,1,United States,California,Paynes Creek,96075,"40.343213, -121.815412",40.343213,-121.81541200000001,Female,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes
8969-PRHFK,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service
0661-KQHNK,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service
8709-KRDVL,1,United States,California,Scott Bar,96085,"41.737962, -123.07557",41.737961999999996,-123.07557,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,No
1427-VERSM,1,United States,California,Shasta,96087,"40.617614, -122.512861",40.617614,-122.51286100000002,Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes
9801-NOSHQ,1,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497440999999995,-121.827524,Male,No,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service
6339-YPSAH,1,United States,California,Tehama,96090,"40.021787, -122.127576",40.021786999999996,-122.127576,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes
2159-TURXX,1,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401000000004,-122.93933700000001,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service
1548-FEHVL,1,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.38094699999999,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No
3795-CAWEX,1,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes
6215-NQCPY,1,United States,California,Yreka,96097,"41.764869, -122.671316",41.764869,-122.67131599999999,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No
5647-URDKA,1,United States,California,Alturas,96101,"41.468877, -120.54229",41.468877,-120.54229,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service
2229-DPMBI,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service
9626-WEQRM,1,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,Female,No,No,No,4,No,No phone service,DSL,Yes,No,No
2188-SXWVT,1,United States,California,Chilcoot,96105,"39.872961, -120.198876",39.872961,-120.198876,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No
6258-PVZWJ,1,United States,California,Clio,96106,"39.745805, -120.580882",39.745805,-120.580882,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes
1094-BKOSX,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.47574099999999,Female,No,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes
6969-MVBAI,1,United States,California,Davis Creek,96108,"41.750354, -120.403885",41.750353999999994,-120.403885,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes
2978-XXSOG,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.10185700000001,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No
2342-CKIAO,1,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.15038100000001,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service
6953-PBDIN,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.13594099999999,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes
3898-BSJYF,1,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18088999999999,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes
3938-YFPXD,1,United States,California,Janesville,96114,"40.294034, -120.512622",40.294034,-120.512622,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes
7696-AMHOD,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes
2453-SAFNS,1,United States,California,Likely,96116,"41.266008, -120.490731",41.266008,-120.49073100000001,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No
9558-IHEZX,1,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes
9617-UDPEU,1,United States,California,Loyalton,96118,"39.637471, -120.226338",39.637471000000005,-120.22633799999998,Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service
6340-DACFT,1,United States,California,Madeline,96119,"41.042003, -120.506086",41.042003,-120.50608600000001,Female,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service
4955-VCWBI,1,United States,California,Markleeville,96120,"38.735789, -119.85798",38.735789000000004,-119.85798,Female,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service
6813-GZQCG,1,United States,California,Milford,96121,"40.181279, -120.392967",40.181278999999996,-120.392967,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service
7426-GSWPO,1,United States,California,Portola,96122,"39.786755, -120.445626",39.786755,-120.445626,Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No
3389-KTRXV,1,United States,California,Ravendale,96123,"40.845738, -120.322219",40.845738,-120.32221899999999,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service
3118-UHVVQ,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,Female,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service
3205-MXZRA,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,Male,No,No,No,26,Yes,No,DSL,No,No,No
8317-BVKSO,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service
5702-KVQRD,1,United States,California,Topaz,96133,"38.636052, -119.489162",38.636052,-119.48916200000001,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes
0083-PIVIK,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.49266599999999,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes
6169-PGNCD,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.01808700000001,Female,No,No,No,57,Yes,No,DSL,Yes,Yes,Yes
4909-JOUPP,1,United States,California,Tahoma,96142,"39.061227, -120.179546",39.061227,-120.179546,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes
4657-FWVFY,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes
2257-BOVXD,1,United States,California,Tahoe City,96145,"39.178337, -120.162806",39.178337,-120.162806,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No
7729-JTEEC,1,United States,California,Olympic Valley,96146,"39.191797, -120.212401",39.191796999999994,-120.212401,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No
9696-RMYBA,1,United States,California,Los Angeles,90003,"33.964131, -118.272783",33.964131,-118.272783,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No
8690-UPCZI,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.31071499999999,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No
9770-LXDBK,1,United States,California,Los Angeles,90006,"34.048013, -118.293953",34.048013,-118.293953,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service
4086-WITJG,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service
8344-WFMFH,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.34676599999999,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No
8822-KNBHV,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.007090000000005,-118.25868100000001,Female,No,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes
8404-FYDIB,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.23872800000001,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No
2791-SFVEW,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639000000004,-118.24041299999999,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service
6762-NSODU,1,United States,California,Los Angeles,90015,"34.039224, -118.266293",34.039224,-118.26629299999999,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service
9888-ZCUMM,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.31723600000001,Male,No,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes
1074-WVEVG,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.23950400000001,Female,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service
9979-RGMZT,1,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No
6437-UDQJM,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes
1226-IENZN,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303000000005,-118.435479,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No
2108-GLPQB,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.44633300000001,Male,No,Yes,No,25,Yes,Yes,DSL,No,No,Yes
5474-LAMUQ,1,United States,California,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service
3468-DRVQJ,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,Female,No,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No
1122-YJBCS,1,United States,California,Los Angeles,90032,"34.078821, -118.177576",34.078821000000005,-118.177576,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No
4990-ALDGW,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050197999999995,-118.21094599999999,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service
4816-OKWNX,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578000000006,-118.39961299999999,Male,No,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes
3315-IKYZQ,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809000000006,-118.383843,Male,No,Yes,Yes,28,No,No phone service,DSL,Yes,No,Yes
